"Date","Price","Open","High","Low","Vol.","Change %"
"04/26/2019","6,928.27","6,959.04","6,959.04","6,882.82","378.17K","-0.23%"
"04/25/2019","6,944.33","6,940.70","6,964.69","6,908.05","468.18K","0.03%"
"04/24/2019","6,942.07","6,951.60","6,964.81","6,923.85","779.35K","-0.12%"
"04/23/2019","6,950.37","6,965.32","6,984.50","6,931.65","505.88K","-0.15%"
"04/22/2019","6,960.48","6,937.61","6,968.96","6,933.53","521.51K","0.22%"
"04/19/2019","6,945.24","6,944.89","6,967.97","6,933.26","437.23K","0.04%"
"04/18/2019","6,942.17","6,950.45","6,972.25","6,895.06","586.19K","-0.01%"
"04/17/2019","6,942.86","6,958.71","6,958.87","6,912.59","603.13K","0.01%"
"04/16/2019","6,942.07","6,942.73","6,945.35","6,922.68","701.05K","-0.09%"
"04/15/2019","6,948.31","6,950.21","6,994.70","6,945.64","554.90K","-0.07%"
"04/12/2019","6,952.83","6,946.26","6,963.89","6,926.45","564.26K","0.57%"
"04/11/2019","6,913.64","6,930.95","6,933.42","6,910.59","436.58K","-0.27%"
"04/10/2019","6,932.11","6,929.78","6,942.09","6,892.40","405.70K","0.06%"
"04/08/2019","6,928.03","6,950.04","6,959.60","6,892.12","390.52K","-0.57%"
"04/05/2019","6,967.69","6,960.11","6,968.90","6,933.56","491.95K","0.39%"
"04/04/2019","6,940.39","6,892.86","6,941.96","6,871.73","694.30K","0.77%"
"04/03/2019","6,887.35","6,876.19","6,900.81","6,870.55","669.78K","0.20%"
"04/02/2019","6,873.54","6,855.94","6,907.50","6,855.94","579.21K","0.17%"
"04/01/2019","6,862.12","6,845.04","6,862.12","6,833.51","483.55K","0.01%"
"03/29/2019","6,861.49","6,932.28","6,932.28","6,831.79","577.70K","-0.98%"
"03/28/2019","6,929.18","6,978.84","6,994.01","6,881.90","531.06K","-0.67%"
"03/27/2019","6,975.66","7,017.84","7,043.31","6,975.66","602.24K","-0.27%"
"03/26/2019","6,994.69","6,948.53","7,028.72","6,948.53","852.53K","0.66%"
"03/25/2019","6,949.17","6,878.47","6,979.33","6,878.47","819.72K","0.96%"
"03/22/2019","6,883.03","6,838.04","6,895.41","6,838.04","454.42K","0.75%"
"03/21/2019","6,831.79","6,813.47","6,861.67","6,799.80","468.97K","0.65%"
"03/19/2019","6,787.52","6,839.59","6,842.55","6,766.20","389.72K","-0.63%"
"03/18/2019","6,830.58","6,851.59","6,851.59","6,762.23","330.23K","-0.32%"
"03/15/2019","6,852.42","6,898.37","6,947.40","6,827.92","499.55K","-0.78%"
"03/14/2019","6,906.50","6,899.38","6,920.01","6,872.28","637.01K","0.18%"
"03/13/2019","6,894.28","6,973.47","6,980.52","6,886.21","470.74K","-1.20%"
"03/12/2019","6,978.27","7,028.79","7,028.79","6,972.58","607.45K","-0.87%"
"03/11/2019","7,039.80","7,078.87","7,086.00","7,026.12","406.23K","-0.56%"
"03/08/2019","7,079.39","7,111.99","7,116.30","7,069.34","828.33K","-0.52%"
"03/07/2019","7,116.57","7,106.73","7,118.95","7,070.51","692.96K","0.25%"
"03/06/2019","7,098.80","7,087.06","7,099.06","7,059.87","873.15K","0.17%"
"03/05/2019","7,086.56","7,117.71","7,123.39","7,084.02","536.47K","-0.61%"
"03/04/2019","7,130.18","7,141.50","7,167.16","7,130.18","721.88K","-0.20%"
"03/01/2019","7,144.63","7,155.71","7,159.46","7,111.79","1.43M","0.44%"
"02/28/2019","7,113.57","7,144.37","7,151.33","7,102.93","1.04M","-0.54%"
"02/27/2019","7,152.52","7,176.93","7,177.85","7,111.25","1.22M","-0.15%"
"02/26/2019","7,163.25","7,190.51","7,191.22","7,136.38","1.49M","-0.32%"
"02/25/2019","7,186.30","7,217.99","7,225.47","7,166.57","1.18M","0.01%"
"02/22/2019","7,185.67","7,191.85","7,202.07","7,159.99","750.88K","0.15%"
"02/21/2019","7,175.23","7,156.16","7,193.50","7,156.16","682.75K","0.19%"
"02/20/2019","7,161.69","7,135.25","7,162.99","7,117.00","917.02K","0.37%"
"02/19/2019","7,135.54","7,118.86","7,144.74","7,107.50","564.27K","0.30%"
"02/18/2019","7,114.51","7,094.88","7,120.32","7,086.30","511.24K","0.12%"
"02/15/2019","7,106.05","7,082.69","7,107.26","7,078.06","542.61K","0.45%"
"02/14/2019","7,074.50","7,068.70","7,099.09","7,068.70","626.84K","0.09%"
"02/13/2019","7,068.31","7,087.50","7,094.05","7,056.00","600.31K","-0.42%"
"02/12/2019","7,098.30","7,136.86","7,145.41","7,073.87","526.35K","-0.61%"
"02/11/2019","7,141.80","7,174.79","7,181.61","7,123.25","590.54K","-0.29%"
"02/08/2019","7,162.85","7,187.14","7,188.24","7,131.96","755.27K","-0.02%"
"02/07/2019","7,164.19","7,195.63","7,196.05","7,153.30","545.86K","-0.42%"
"02/06/2019","7,194.41","7,206.52","7,206.52","7,173.94","541.33K","-0.18%"
"02/05/2019","7,207.74","7,234.64","7,240.56","7,188.46","624.15K","-0.41%"
"02/04/2019","7,237.33","7,245.09","7,247.72","7,218.98","637.74K","0.04%"
"02/01/2019","7,234.31","7,261.78","7,266.79","7,226.72","680.83K","-0.38%"
"01/31/2019","7,262.05","7,241.87","7,272.72","7,241.05","777.73K","0.25%"
"01/30/2019","7,243.99","7,217.28","7,253.38","7,217.28","1.47M","0.21%"
"01/29/2019","7,228.58","7,201.90","7,240.81","7,183.69","351.37K","0.38%"
"01/28/2019","7,201.41","7,212.31","7,238.95","7,201.41","476.82K","-0.20%"
"01/25/2019","7,215.87","7,202.30","7,230.73","7,178.04","286.09K","0.17%"
"01/24/2019","7,203.35","7,250.46","7,264.02","7,203.35","535.49K","-0.68%"
"01/23/2019","7,252.79","7,250.94","7,259.25","7,227.59","641.19K","0.00%"
"01/22/2019","7,252.56","7,272.44","7,281.32","7,228.71","658.86K","-0.12%"
"01/21/2019","7,261.27","7,263.37","7,285.96","7,232.13","539.59K","0.13%"
"01/18/2019","7,251.62","7,265.15","7,287.21","7,233.99","686.55K","0.04%"
"01/17/2019","7,248.50","7,241.98","7,284.76","7,241.98","606.14K","0.27%"
"01/16/2019","7,229.09","7,184.98","7,229.09","7,170.66","359.58K","0.78%"
"01/15/2019","7,172.97","7,184.14","7,187.87","7,158.58","507.10K","-0.24%"
"01/11/2019","7,190.33","7,146.77","7,191.35","7,136.52","432.17K","0.71%"
"01/10/2019","7,139.84","7,178.40","7,192.27","7,139.29","312.92K","-0.34%"
"01/09/2019","7,164.11","7,202.97","7,211.18","7,150.28","664.58K","-0.59%"
"01/08/2019","7,206.83","7,200.18","7,207.65","7,169.84","1.15M","0.54%"
"01/07/2019","7,168.07","7,197.19","7,207.60","7,168.07","529.27K","-0.29%"
"01/04/2019","7,188.87","7,202.51","7,218.99","7,184.68","698.21K","-0.20%"
"01/03/2019","7,203.36","7,211.23","7,232.35","7,183.92","515.75K","-0.17%"
"01/02/2019","7,215.84","7,274.59","7,275.55","7,202.28","527.54K","-0.77%"
"12/31/2018","7,271.65","7,267.58","7,310.90","7,265.80","577.99K","0.17%"
"12/28/2018","7,259.67","7,202.91","7,271.58","7,202.91","779.84K","0.79%"
"12/27/2018","7,202.72","7,174.87","7,206.03","7,174.87","2.71M","0.44%"
"12/26/2018","7,171.42","7,168.52","7,181.79","7,140.22","598.31K","0.01%"
"12/25/2018","7,171.03","7,190.73","7,191.13","7,157.61","740.02K","-0.44%"
"12/24/2018","7,202.96","7,208.21","7,233.53","7,191.13","433.46K","-0.05%"
"12/21/2018","7,206.36","7,203.08","7,228.66","7,192.96","651.13K","0.04%"
"12/20/2018","7,203.41","7,222.46","7,228.59","7,199.94","663.44K","-0.26%"
"12/19/2018","7,222.52","7,223.34","7,243.10","7,212.68","1.57M","-0.24%"
"12/18/2018","7,239.86","7,255.19","7,260.82","7,228.60","554.88K","-0.28%"
"12/17/2018","7,260.35","7,285.39","7,291.20","7,260.35","535.15K","-0.31%"
"12/14/2018","7,283.20","7,276.89","7,302.82","7,248.62","1.23M","0.09%"
"12/13/2018","7,276.92","7,294.23","7,302.19","7,273.35","1.97M","-0.22%"
"12/12/2018","7,293.18","7,298.96","7,304.23","7,257.03","1.01M","0.12%"
"12/11/2018","7,284.38","7,209.22","7,363.98","7,209.22","600.68K","1.21%"
"12/10/2018","7,197.02","7,370.32","7,375.12","7,196.33","904.74K","-2.73%"
"12/07/2018","7,398.88","7,387.93","7,422.42","7,378.54","810.97K","0.33%"
"12/06/2018","7,374.24","7,367.72","7,403.97","7,364.85","618.94K","0.10%"
"12/05/2018","7,366.72","7,420.38","7,426.57","7,366.72","776.02K","-0.58%"
"12/04/2018","7,409.58","7,409.51","7,459.22","7,397.47","1.22M","0.46%"
"12/03/2018","7,375.45","7,303.75","7,387.92","7,303.75","759.40K","0.98%"
"11/30/2018","7,304.08","7,271.38","7,312.25","7,271.38","1.34M","0.61%"
"11/29/2018","7,259.86","7,263.17","7,269.98","7,234.99","1.64M","-0.01%"
"11/28/2018","7,260.82","7,255.28","7,266.68","7,240.44","1.29M","0.18%"
"11/27/2018","7,247.61","7,266.73","7,266.73","7,221.01","3.12M","-0.17%"
"11/26/2018","7,259.94","7,308.57","7,308.57","7,250.72","1.90M","-0.62%"
"11/23/2018","7,305.49","7,309.15","7,314.47","7,268.30","1.42M","-0.10%"
"11/22/2018","7,312.88","7,293.83","7,312.88","7,273.28","730.16K","0.26%"
"11/21/2018","7,293.83","7,313.93","7,313.93","7,287.71","1.18M","-0.12%"
"11/19/2018","7,302.89","7,304.93","7,311.89","7,254.10","1.07M","0.11%"
"11/16/2018","7,294.99","7,276.46","7,315.40","7,270.79","1.62M","0.12%"
"11/15/2018","7,286.49","7,273.28","7,292.11","7,270.17","2.38M","0.19%"
"11/14/2018","7,272.91","7,249.61","7,272.91","7,235.99","733.81K","0.27%"
"11/13/2018","7,253.16","7,267.65","7,277.92","7,226.66","655.63K","-0.19%"
"11/12/2018","7,267.01","7,255.71","7,287.71","7,247.15","678.78K","-0.11%"
"11/09/2018","7,274.68","7,317.54","7,326.50","7,264.83","670.26K","-0.40%"
"11/08/2018","7,303.98","7,341.35","7,350.17","7,302.82","246.92K","-0.39%"
"11/07/2018","7,332.27","7,339.09","7,342.75","7,315.08","526.29K","-0.31%"
"11/06/2018","7,355.17","7,389.61","7,389.61","7,335.95","424.26K","-0.50%"
"11/05/2018","7,391.85","7,418.76","7,429.93","7,379.30","273.87K","-0.12%"
"11/02/2018","7,400.93","7,396.62","7,420.38","7,388.59","325.13K","0.11%"
"11/01/2018","7,393.09","7,419.45","7,431.90","7,382.03","417.94K","-0.09%"
"10/31/2018","7,399.83","7,364.12","7,399.83","7,303.44","558.19K","0.80%"
"10/30/2018","7,340.97","7,343.28","7,364.76","7,332.71","503.82K","-0.09%"
"10/29/2018","7,347.53","7,357.23","7,370.61","7,324.62","809.16K","-0.13%"
"10/26/2018","7,356.94","7,317.63","7,356.94","7,316.63","847.28K","0.53%"
"10/25/2018","7,318.41","7,358.92","7,360.90","7,288.43","656.27K","-0.59%"
"10/24/2018","7,361.66","7,450.80","7,450.80","7,328.48","429.73K","-1.03%"
"10/23/2018","7,438.31","7,513.43","7,526.04","7,432.01","339.16K","-0.83%"
"10/22/2018","7,500.51","7,518.80","7,525.33","7,481.92","336.75K","-0.08%"
"10/19/2018","7,506.19","7,467.37","7,515.59","7,467.37","585.94K","0.64%"
"10/18/2018","7,458.49","7,482.35","7,504.66","7,450.90","369.92K","-0.25%"
"10/17/2018","7,477.00","7,544.78","7,555.09","7,462.82","390.98K","-0.84%"
"10/16/2018","7,540.71","7,509.17","7,543.56","7,503.10","517.57K","0.48%"
"10/12/2018","7,504.85","7,518.05","7,518.05","7,461.24","619.57K","-0.23%"
"10/11/2018","7,522.01","7,576.86","7,585.34","7,498.29","550.00K","-0.78%"
"10/10/2018","7,581.43","7,563.24","7,583.26","7,550.17","968.72K","0.31%"
"10/09/2018","7,558.23","7,601.51","7,601.51","7,554.18","411.85K","-0.56%"
"10/08/2018","7,600.71","7,599.40","7,621.49","7,576.66","328.45K","0.02%"
"10/05/2018","7,599.24","7,574.87","7,599.24","7,533.64","753.95K","0.33%"
"10/04/2018","7,574.37","7,632.98","7,632.98","7,538.54","1.33M","-0.73%"
"10/03/2018","7,630.36","7,729.19","7,729.19","7,620.74","674.67K","-1.22%"
"10/02/2018","7,724.83","7,770.27","7,776.40","7,724.17","945.53K","-0.79%"
"10/01/2018","7,786.16","7,808.84","7,822.32","7,778.53","543.89K","-0.21%"
"09/28/2018","7,802.20","7,801.59","7,827.36","7,771.12","1.29M","0.01%"
"09/27/2018","7,801.67","7,835.47","7,837.41","7,785.67","855.55K","-0.26%"
"09/26/2018","7,821.71","7,843.37","7,855.99","7,811.28","294.12K","-0.22%"
"09/25/2018","7,838.96","7,844.05","7,844.05","7,817.27","244.06K","-0.05%"
"09/24/2018","7,842.61","7,811.76","7,847.26","7,798.54","165.11K","0.35%"
"09/21/2018","7,815.44","7,870.92","7,871.51","7,786.89","539.62K","-0.67%"
"09/20/2018","7,868.51","7,924.49","7,932.59","7,863.06","477.54K","-0.70%"
"09/19/2018","7,924.17","7,951.92","7,956.40","7,911.35","380.70K","-0.23%"
"09/18/2018","7,942.41","7,915.09","7,957.44","7,912.66","643.77K","0.29%"
"09/17/2018","7,919.50","7,957.99","7,958.48","7,910.83","630.62K","-0.36%"
"09/14/2018","7,948.46","7,969.79","7,971.99","7,899.66","468.05K","-0.37%"
"09/13/2018","7,978.21","8,044.19","8,044.19","7,937.48","478.46K","-1.56%"
"09/10/2018","8,104.27","8,120.44","8,226.84","8,091.92","362.84K","-0.16%"
"09/07/2018","8,117.57","7,877.25","8,117.57","7,877.25","564.82K","2.71%"
"09/06/2018","7,903.09","8,105.21","8,105.21","7,882.42","721.94K","-2.96%"
"09/05/2018","8,144.13","8,260.52","8,275.57","8,106.07","791.84K","-1.76%"
"09/04/2018","8,289.74","8,341.05","8,344.64","8,262.37","625.99K","-0.74%"
"09/03/2018","8,351.59","8,416.56","8,416.56","8,315.61","339.57K","-0.79%"
"08/31/2018","8,418.49","8,376.49","8,424.83","8,373.31","667.04K","0.42%"
"08/30/2018","8,383.34","8,404.78","8,433.77","8,368.23","571.17K","-0.14%"
"08/29/2018","8,395.02","8,422.83","8,431.38","8,376.34","601.67K","-0.43%"
"08/28/2018","8,431.64","8,390.85","8,440.40","8,390.04","561.00K","0.45%"
"08/27/2018","8,393.84","8,381.66","8,398.96","8,380.01","500.92K","0.06%"
"08/24/2018","8,389.03","8,354.03","8,400.52","8,350.90","272.79K","0.37%"
"08/23/2018","8,358.16","8,373.26","8,383.41","8,345.43","278.68K","-0.18%"
"08/20/2018","8,373.47","8,359.43","8,373.47","8,347.02","219.03K","0.30%"
"08/17/2018","8,348.01","8,363.13","8,364.83","8,329.84","702.92K","-0.21%"
"08/16/2018","8,365.76","8,351.94","8,370.96","8,340.44","530.88K","0.17%"
"08/15/2018","8,351.81","8,367.73","8,375.66","8,341.76","512.18K","-0.21%"
"08/14/2018","8,369.64","8,350.57","8,399.59","8,350.57","406.31K","0.33%"
"08/10/2018","8,341.75","8,375.31","8,388.86","8,339.44","704.34K","-0.58%"
"08/09/2018","8,390.06","8,371.71","8,394.20","8,353.23","903.97K","0.19%"
"08/08/2018","8,374.47","8,388.27","8,393.83","8,354.86","700.21K","-0.05%"
"08/07/2018","8,378.26","8,375.35","8,400.47","8,370.61","597.63K","0.08%"
"08/06/2018","8,371.49","8,405.80","8,414.91","8,370.98","499.44K","-0.10%"
"08/03/2018","8,379.68","8,383.62","8,409.42","8,360.45","663.17K","0.03%"
"08/02/2018","8,377.42","8,426.19","8,426.74","8,296.52","862.55K","-0.53%"
"08/01/2018","8,422.13","8,408.41","8,457.82","8,369.28","989.15K","0.16%"
"07/31/2018","8,408.80","8,335.01","8,408.80","8,335.01","1.04M","1.02%"
"07/30/2018","8,324.30","8,305.47","8,325.94","8,294.48","1.11M","0.19%"
"07/27/2018","8,308.16","8,251.05","8,309.11","8,251.05","947.28K","1.03%"
"07/26/2018","8,223.84","8,163.41","8,223.84","8,162.01","819.83K","0.81%"
"07/24/2018","8,157.88","8,170.40","8,186.02","8,148.88","656.75K","-0.17%"
"07/23/2018","8,172.13","8,161.67","8,174.28","8,152.10","573.31K","0.11%"
"07/20/2018","8,163.49","8,106.02","8,163.49","8,106.02","747.20K","0.67%"
"07/19/2018","8,109.17","8,092.90","8,113.17","8,084.68","905.38K","0.20%"
"07/18/2018","8,092.77","8,072.47","8,092.77","8,048.78","949.12K","0.33%"
"07/17/2018","8,065.84","8,045.54","8,073.90","8,040.11","859.11K","0.20%"
"07/16/2018","8,049.76","8,046.65","8,060.12","8,026.83","358.79K","-0.07%"
"07/13/2018","8,055.19","8,032.77","8,055.19","8,029.30","1.35M","0.27%"
"07/12/2018","8,033.25","8,045.23","8,070.40","8,027.79","522.51K","-0.16%"
"07/11/2018","8,045.99","8,057.29","8,065.57","8,041.22","862.57K","-0.13%"
"07/10/2018","8,056.07","8,055.63","8,081.47","8,055.63","362.60K","-0.17%"
"07/09/2018","8,069.49","8,088.30","8,088.30","8,038.71","466.56K","-0.36%"
"07/06/2018","8,098.38","8,093.43","8,100.68","8,071.60","631.32K","0.06%"
"07/05/2018","8,093.14","8,078.96","8,093.14","8,070.77","550.80K","0.26%"
"07/04/2018","8,072.23","8,066.43","8,073.17","8,046.26","696.36K","0.08%"
"07/03/2018","8,065.46","8,058.10","8,078.57","8,015.67","498.80K","-0.01%"
"07/02/2018","8,066.20","8,065.18","8,083.80","8,026.72","243.14K","0.09%"
"06/29/2018","8,059.10","8,065.53","8,093.07","8,044.56","715.61K","-0.06%"
"06/28/2018","8,064.15","8,079.49","8,116.30","8,063.70","951.12K","-0.01%"
"06/27/2018","8,064.63","8,028.58","8,075.67","8,020.66","1.04M","0.47%"
"06/26/2018","8,026.90","7,946.18","8,026.93","7,946.18","714.85K","0.72%"
"06/25/2018","7,969.31","7,989.06","7,994.99","7,932.33","543.14K","-0.15%"
"06/22/2018","7,981.24","7,920.53","7,996.68","7,885.16","771.85K","0.80%"
"06/21/2018","7,917.65","7,975.61","7,975.61","7,907.68","781.31K","-0.80%"
"06/20/2018","7,981.35","7,957.25","7,994.06","7,933.73","976.98K","0.41%"
"06/19/2018","7,948.78","7,874.68","7,952.08","7,860.70","1.48M","0.95%"
"06/18/2018","7,874.30","7,742.57","7,874.65","7,742.57","996.17K","1.42%"
"06/14/2018","7,764.33","7,753.50","7,764.33","7,733.75","649.92K","0.22%"
"06/13/2018","7,747.64","7,743.98","7,758.04","7,723.99","849.88K","0.05%"
"06/12/2018","7,743.91","7,726.99","7,743.91","7,724.25","676.91K","0.28%"
"06/11/2018","7,722.16","7,673.77","7,722.16","7,668.61","587.45K","0.59%"
"06/08/2018","7,676.52","7,707.07","7,707.07","7,674.81","940.56K","-0.38%"
"06/07/2018","7,705.73","7,705.67","7,723.64","7,690.74","1.24M","0.00%"
"06/06/2018","7,705.82","7,689.16","7,705.82","7,674.90","869.20K","0.25%"
"06/05/2018","7,686.57","7,678.88","7,691.50","7,661.79","892.49K","0.15%"
"06/04/2018","7,675.37","7,653.77","7,698.79","7,645.06","988.34K","0.36%"
"06/01/2018","7,647.64","7,607.18","7,651.45","7,607.18","1.28M","0.42%"
"05/31/2018","7,615.47","7,562.46","7,622.05","7,550.68","1.40M","0.68%"
"05/30/2018","7,563.95","7,580.36","7,580.36","7,542.13","1.24M","-0.19%"
"05/29/2018","7,577.98","7,598.88","7,598.88","7,534.37","1.58M","-0.27%"
"05/28/2018","7,598.50","7,619.83","7,646.26","7,583.94","1.35M","-0.21%"
"05/25/2018","7,614.77","7,569.62","7,631.78","7,569.62","1.84M","0.90%"
"05/24/2018","7,547.05","7,470.88","7,547.20","7,470.88","1.91M","1.28%"
"05/23/2018","7,451.53","7,380.28","7,457.56","7,377.71","1.63M","0.62%"
"05/22/2018","7,405.87","7,394.02","7,407.89","7,362.31","1.91M","0.23%"
"05/21/2018","7,389.07","7,375.29","7,406.64","7,359.99","481.65K","0.21%"
"05/18/2018","7,373.55","7,359.58","7,388.03","7,357.54","731.98K","0.22%"
"05/17/2018","7,357.26","7,408.01","7,420.77","7,346.32","583.74K","-0.66%"
"05/16/2018","7,406.21","7,391.03","7,413.86","7,391.03","1.20M","0.20%"
"05/15/2018","7,391.52","7,417.81","7,454.13","7,388.37","989.78K","-0.22%"
"05/14/2018","7,407.60","7,354.81","7,411.42","7,353.07","653.80K","0.56%"
"05/11/2018","7,366.16","7,319.83","7,382.46","7,311.92","1.82M","0.59%"
"05/10/2018","7,322.76","7,244.50","7,322.76","7,228.57","941.98K","1.32%"
"05/09/2018","7,227.44","7,191.75","7,242.74","7,191.75","778.25K","0.79%"
"05/08/2018","7,170.61","7,166.45","7,180.29","7,145.53","1.56M","0.38%"
"05/07/2018","7,143.53","7,144.03","7,167.83","7,132.93","758.57K","0.00%"
"05/04/2018","7,143.55","7,157.15","7,181.56","7,111.69","640.30K","0.22%"
"05/03/2018","7,127.90","7,127.55","7,146.80","7,111.10","1.32M","0.14%"
"05/02/2018","7,117.95","7,127.06","7,131.15","7,102.35","921.21K","-0.09%"
"04/30/2018","7,124.53","7,125.27","7,140.31","7,093.41","483.31K","-0.01%"
"04/27/2018","7,124.94","7,117.24","7,126.66","7,099.16","1.28M","0.17%"
"04/26/2018","7,113.20","7,131.61","7,139.05","7,093.36","934.95K","-0.39%"
"04/25/2018","7,141.13","7,136.71","7,144.27","7,119.75","1.17M","-0.05%"
"04/24/2018","7,144.59","7,161.52","7,161.52","7,131.96","787.87K","-0.28%"
"04/23/2018","7,164.45","7,151.31","7,171.15","7,148.70","1.06M","0.04%"
"04/20/2018","7,161.37","7,145.77","7,175.03","7,143.54","927.47K","0.40%"
"04/19/2018","7,132.92","7,153.15","7,153.15","7,120.17","559.02K","-0.20%"
"04/18/2018","7,147.09","7,108.10","7,152.37","7,108.10","668.16K","0.73%"
"04/17/2018","7,094.96","7,145.71","7,145.71","7,088.71","1.16M","-0.47%"
"04/16/2018","7,128.82","7,127.87","7,141.72","7,110.95","494.26K","0.00%"
"04/13/2018","7,128.54","7,071.08","7,128.59","7,055.69","653.05K","0.86%"
"04/12/2018","7,067.88","6,996.15","7,069.06","6,996.15","267.85K","0.80%"
"04/11/2018","7,011.95","7,030.35","7,049.71","6,953.98","520.48K","-0.27%"
"04/10/2018","7,030.93","7,142.95","7,143.44","7,011.64","438.37K","-1.54%"
"04/06/2018","7,140.61","7,177.95","7,179.73","7,138.63","480.70K","-0.60%"
"04/05/2018","7,183.58","7,184.82","7,195.16","7,165.57","837.63K","0.20%"
"04/04/2018","7,168.90","7,184.72","7,192.58","7,116.76","410.34K","-0.18%"
"04/03/2018","7,181.99","7,161.73","7,185.11","7,148.36","657.37K","0.29%"
"04/02/2018","7,161.36","7,135.75","7,180.64","7,135.40","782.28K","0.26%"
"03/30/2018","7,142.65","7,110.94","7,159.07","7,110.94","816.43K","0.44%"
"03/29/2018","7,111.07","7,089.68","7,130.31","7,087.04","562.09K","0.23%"
"03/28/2018","7,094.70","7,095.27","7,099.27","7,080.30","499.86K","0.14%"
"03/27/2018","7,084.48","7,048.68","7,085.71","7,048.68","683.00K","0.51%"
"03/26/2018","7,048.68","7,048.57","7,071.92","7,034.33","460.19K","0.14%"
"03/23/2018","7,038.91","7,043.36","7,056.14","7,027.78","886.34K","-0.04%"
"03/22/2018","7,041.52","7,003.32","7,041.52","6,999.97","744.43K","0.57%"
"03/21/2018","7,001.90","6,979.89","7,029.56","6,979.89","774.61K","0.30%"
"03/19/2018","6,980.70","6,938.53","6,980.70","6,917.43","221.05K","0.70%"
"03/16/2018","6,932.07","6,852.12","6,932.64","6,851.20","793.49K","1.23%"
"03/15/2018","6,847.54","6,827.03","6,878.54","6,827.03","393.12K","0.31%"
"03/14/2018","6,826.15","6,840.25","6,854.38","6,819.26","1.15M","-0.05%"
"03/13/2018","6,829.62","6,812.57","6,853.80","6,808.00","328.29K","0.40%"
"03/12/2018","6,802.72","6,798.00","6,816.39","6,790.75","463.42K","-0.10%"
"03/09/2018","6,809.46","6,827.78","6,835.11","6,782.49","621.41K","0.19%"
"03/08/2018","6,796.70","6,793.86","6,841.20","6,788.84","555.77K","0.08%"
"03/07/2018","6,791.44","6,740.05","6,791.44","6,733.70","573.07K","0.82%"
"03/06/2018","6,736.33","6,717.91","6,738.18","6,698.86","478.74K","0.27%"
"03/05/2018","6,717.91","6,706.57","6,717.98","6,695.57","575.79K","0.22%"
"03/02/2018","6,703.19","6,697.13","6,717.77","6,697.13","668.60K","0.10%"
"03/01/2018","6,696.49","6,699.64","6,701.22","6,671.07","419.14K","-0.03%"
"02/28/2018","6,698.51","6,693.62","6,701.75","6,670.01","428.76K","0.11%"
"02/27/2018","6,691.45","6,693.08","6,698.91","6,684.01","652.73K","0.08%"
"02/26/2018","6,686.10","6,664.82","6,705.50","6,664.82","594.15K","0.35%"
"02/23/2018","6,662.57","6,629.30","6,672.08","6,624.54","520.97K","0.46%"
"02/22/2018","6,632.30","6,603.06","6,634.00","6,580.53","457.02K","0.64%"
"02/21/2018","6,590.36","6,572.62","6,594.84","6,567.05","541.14K","0.30%"
"02/20/2018","6,570.48","6,561.89","6,570.49","6,526.09","342.47K","0.13%"
"02/19/2018","6,562.16","6,573.60","6,574.84","6,553.72","367.15K","-0.16%"
"02/16/2018","6,572.89","6,579.78","6,580.61","6,553.04","757.20K","-0.13%"
"02/15/2018","6,581.68","6,591.52","6,591.98","6,572.70","635.23K","-0.07%"
"02/14/2018","6,586.29","6,582.37","6,598.96","6,575.14","1.31M","0.03%"
"02/13/2018","6,584.12","6,559.42","6,584.12","6,554.50","759.65K","0.39%"
"02/12/2018","6,558.41","6,519.56","6,564.26","6,512.22","374.60K","0.65%"
"02/09/2018","6,515.87","6,571.97","6,572.15","6,502.64","348.44K","-0.87%"
"02/08/2018","6,573.04","6,576.30","6,576.30","6,549.54","562.06K","0.02%"
"02/07/2018","6,571.60","6,623.99","6,658.30","6,550.29","1.06M","-0.67%"
"02/06/2018","6,615.97","6,557.39","6,615.97","6,557.39","1.00M","0.88%"
"02/05/2018","6,558.16","6,532.79","6,563.90","6,532.43","899.84K","0.65%"
"02/02/2018","6,515.70","6,458.01","6,515.83","6,458.01","773.11K","0.89%"
"02/01/2018","6,457.97","6,432.43","6,458.26","6,419.31","823.54K","0.41%"
"01/31/2018","6,431.63","6,422.73","6,431.65","6,410.33","498.70K","0.14%"
"01/30/2018","6,422.62","6,401.96","6,423.08","6,387.88","740.46K","0.31%"
"01/29/2018","6,403.04","6,386.11","6,403.31","6,377.65","469.95K","0.27%"
"01/26/2018","6,385.89","6,383.73","6,394.75","6,366.55","577.61K","0.11%"
"01/25/2018","6,378.85","6,376.36","6,378.85","6,348.16","790.12K","0.10%"
"01/24/2018","6,372.54","6,358.77","6,381.16","6,358.77","638.07K","0.24%"
"01/23/2018","6,357.01","6,340.37","6,373.08","6,333.93","578.31K","0.27%"
"01/22/2018","6,339.93","6,377.58","6,381.07","6,331.67","453.52K","-0.35%"
"01/19/2018","6,362.09","6,363.10","6,374.91","6,336.75","747.29K","-0.07%"
"01/18/2018","6,366.42","6,349.12","6,385.12","6,349.12","708.88K","0.49%"
"01/17/2018","6,335.45","6,294.84","6,338.04","6,289.37","919.12K","0.87%"
"01/16/2018","6,280.82","6,288.07","6,289.44","6,263.61","335.37K","-0.08%"
"01/15/2018","6,285.59","6,294.82","6,306.73","6,278.88","633.61K","-0.25%"
"01/12/2018","6,301.28","6,263.58","6,301.33","6,263.58","717.32K","0.74%"
"01/11/2018","6,254.94","6,233.30","6,254.94","6,233.30","518.17K","0.31%"
